0.087818435,0.858358352,0.480301599,0.791889746,0.851982177,0.05105807,0.346481842,0.473231998,0.084642606,0.263171674
0.938678937,0.131235205,0.409427807,0.725592842,0.076403001,0.021792853,0.328586079,0.048247329,0.270031244,0.408985699
0.61685347,0.738446282,0.889053112,0.68041382,0.819438656,0.636524302,0.804106528,0.391959919,0.678206465,0.975749401
0.612979314,0.411638863,0.5688036,0.853304447,0.930696842,0.695143085,0.352894165,0.047125738,0.69614041,0.708173792
0.996286486,0.932487576,0.7648841,0.098577141,0.796004504,0.393304379,0.234657451,0.247191988,0.828672523,0.606968616
0.852092559,0.452445201,0.144439974,0.360866693,0.371572464,0.107421235,0.211223593,0.541569506,0.3701022,0.796168033
0.631289939,0.038092484,0.224819228,0.883680742,0.792900331,0.318376667,0.657294227,0.927125156,0.30317252,0.016591075
0.46969489,0.501508263,0.516425215,0.702166631,0.290599845,0.754082582,0.393317321,0.499971292,0.388991039,0.524431346
0.280444791,0.735804045,0.212995629,0.99588769,0.527541726,0.530069601,0.098400695,0.839554552,0.340520423,0.190315399
0.202379591,0.344382841,0.994173738,0.579059249,0.445318594,0.55523971,0.297955202,0.402189584,0.766230799,0.720112953
0.313370392,0.083304737,0.47278106,0.032451726,0.286130973,0.19756671,0.451158588,0.578334971,0.535216028,0.529103776
0.743814277,0.81164731,0.800477498,0.610908462,0.311561305,0.837291551,0.909106865,0.665492272,0.891131729,0.606297384
0.746857592,0.087435937,0.273557966,0.990378314,0.494739141,0.024722329,0.291514763,0.737578289,0.924124214,0.381075295
0.852240073,0.147253869,0.859636351,0.394898164,0.289606539,0.322787284,0.520986066,0.803149712,0.904120867,0.75189132
0.445838666,0.195294378,0.118791794,0.296862763,0.368082622,0.159592379,0.241186022,0.065847393,0.330134576,0.0554225
0.909058555,0.988991358,0.163923535,0.545500915,0.290841672,0.905458455,0.361584595,0.351959027,0.390870944,0.151301627
0.465234017,0.017354724,0.147295479,0.775389815,0.008212822,0.805414429,0.133582317,0.63949363,0.331065568,0.128400227
0.345574522,0.279351292,0.681897965,0.863000843,0.153183224,0.41446787,0.273738344,0.752311328,0.265248726,0.229404446
0.475546878,0.122790075,0.006645308,0.553489678,0.603865785,0.299308721,0.80631897,0.265408389,0.337152629,0.86050518
0.561044613,0.080374547,0.823625606,0.324327311,0.267502359,0.34098535,0.944403001,0.362538222,0.847266323,0.394437561
0.338148421,0.818904123,0.309634173,0.694852843,0.955750331,0.754435673,0.646049727,0.592295507,0.826236869,0.248552094
0.220359859,0.721135274,0.428289545,0.521777408,0.031919096,0.523802422,0.568298556,0.326332845,0.201932959,0.00858702
0.61811686,0.145268784,0.183968205,0.324244525,0.477765608,0.799966532,0.40021163,0.359368607,0.786240932,0.347696725
0.884712053,0.535480208,0.155976788,0.184459905,0.961082651,0.830167851,0.198168845,0.554405858,0.668057218,0.342046187
0.17184208,0.225123064,0.369038339,0.698323014,0.898457727,0.445122102,0.416860691,0.913939186,0.681416202,0.428828165
0.164725512,0.481523847,0.104082154,0.821239242,0.364509407,0.278901239,0.116708022,0.80240629,0.165902803,0.383356201
0.942512164,0.300721821,0.866520535,0.543086199,0.042217088,0.921045085,0.05251156,0.917613986,0.699480564,0.334837134
0.926752001,0.865636249,0.182740685,0.798734024,0.167581685,0.135029856,0.975259232,0.635168534,0.215800223,0.23518953
0.649639687,0.07156883,0.66403398,0.714612192,0.860771357,0.62276486,0.489534079,0.628539459,0.229047952,0.778587695
0.476558475,0.976850373,0.721485326,0.013801125,0.997120141,0.331656064,0.84794679,0.156358604,0.257657553,0.163452772
0.919625591,0.518716557,0.848913921,0.935936319,0.792542527,0.08947028,0.571553782,0.149641713,0.205645549,0.649359001
0.97687773,0.515548958,0.806415371,0.778409228,0.123167463,0.282293263,0.820444318,0.608336428,0.522100142,0.081250784
0.269094431,0.488125526,0.336447374,0.143691123,0.78542997,0.039581294,0.603305308,0.961335889,0.26428403,0.02088493
0.44272947,0.815183221,0.542902547,0.712566597,0.849551821,0.928463773,0.474489936,0.35725938,0.099013212,0.288695668
0.993825974,0.8489932,0.16191758,0.595338001,0.102307661,0.100482758,0.607781127,0.602931031,0.91881503,0.075932986
0.833003511,0.518940454,0.103288085,0.413665979,0.591897922,0.612339802,0.997485571,0.832491011,0.040646451,0.456056055
0.945927826,0.198024842,0.136152606,0.053366269,0.985201363,0.211892613,0.281089246,0.54411911,0.530589979,0.003239994
0.579392645,0.591513517,0.836851381,0.185008413,0.927013566,0.981547543,0.794690651,0.83272176,0.11273897,0.807414274
0.52319113,0.682950431,0.837724138,0.315953732,0.482672411,0.933954479,0.116367885,0.247466565,0.973614037,0.758994256
0.091094983,0.978264534,0.52728112,0.646885237,0.733526017,0.102925467,0.657615431,0.298248617,0.621676867,0.853905784
0.483055075,0.606511093,0.448212547,0.018062919,0.359870407,0.126015273,0.456724778,0.865808523,0.991241655,0.595345834
0.364668827,0.867702411,0.548695797,0.140183073,0.464898868,0.170438952,0.537336546,0.550254193,0.948571986,0.330213098
0.165634703,0.048986188,0.22418196,0.763777231,0.984988828,0.749376792,0.295907268,0.056196288,0.687167986,0.529702795
